"ID (do not edit)","Content type","Element type","Source language (EN)","Target language (ZH)"
"{""contentId"":""6468896f-5e45-401b-aa05-49ff8af87c65"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"">The neurodiversity movement does not deny or minimize the very real difficulties that come with neurological differences.&nbsp; It recognizes that neurodivergent individuals often face significant struggles in various aspects of their lives and societal barriers that are often designed and built for neuromajorities.&nbsp; Rather than ignoring the challenges, the neurodiversity advocates for a shift in perspective and aims to reframe them within a strength-based and empowering framework.&nbsp; It encourages society to focus on the unique strengths and abilities of neurodivergent individuals, rather than solely on their deficits or difficulties.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"" style=""line-height:1.6em"">Proponents of the neurodiversity movement often identify the significant societal barriers in education, employment, healthcare, and social settings and address these systematic challenges rather than coping within the deficits framework. &nbsp;</p>","<p class=""font_8""><a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元化</a>運動並不否認或小化<a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元</a>分別所帶來的真正困難。 它認識到<a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元</a>的群組經常在生活的各個方面面臨重大鬥爭，以及通常為<a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元</a>人仕設計和建立的社會障礙。 <a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元化</a>並沒有忽視挑戰，而是倡導視角的轉變，並旨在在基於力量和賦權的框架內重新建構它們。 它鼓勵社會關注<a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元人仕</a>個體的獨特優勢和能力，而不是僅僅關注他們的缺陷或困難。</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"" style=""line-height:1.6em""><a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元</a>性運動的支持者經常識別教育、就業、醫療保健和社會環境中的重大社會障礙，並解決這些系統性挑戰，而不是在赤字框架內應對。</p>"
"{""contentId"":""64841b5f-fded-49b2-b081-3189730b20f4"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_f54d9e6ae5b348a4a58f8c84f686a6ca~mv2.jpeg","1af91d_f54d9e6ae5b348a4a58f8c84f686a6ca~mv2.jpeg"
"{""contentId"":""64841b5f-fded-49b2-b081-3189730b20f4"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""64841b5f-fded-49b2-b081-3189730b20f4"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""64841b5f-fded-49b2-b081-3189730b20f4"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","hbs.jpeg","hbs.jpeg"
"{""contentId"":""64c106ff-9083-4e3c-8488-737cb1aef3c6"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_2"" style=""font-size:30px""><span style=""font-size:30px""><span style=""color:#0280C4"">Vic Lee</span></span></h2>

<p class=""font_8"" style=""font-size:18px; line-height:1.6em""><span style=""font-size:18px""><span style=""font-weight:bold"">Founder of Catalyst Education Lab</span></span></p>

<p class=""font_8"" style=""font-size:20px""><span style=""font-size:20px""><span style=""text-decoration:underline""><span style=""font-weight:bold""><span class=""wixGuard"">​</span></span></span></span></p>

<p class=""font_8"">Vic Lee is the Founder of Catalyst Education Lab (CEL), a non-profit organization that seeks to transform the education sector by facilitating professional development and change management.&nbsp; With the primary goal to &ldquo;Connect, Inspire, and Ignite&rdquo;, CEL constantly connects with the schools to foster collaboration, inspire educators on what is possible, and ignite innovation by bringing ideas into action.&nbsp; Vic is also the Founder and Managing Director of Virtus Inspire, a venture capital firm that assists companies from different countries to expand abroad.&nbsp; Before VI, Vic was one of the Founders and former Senior Executive Vice President of Tencent, the largest internet company in China.&nbsp; When he joined in 1999, he was responsible for planning, constructing, and managing the operation platforms.&nbsp; He was recognized as the &ldquo;China Top CIO&rdquo; of 2008 by &ldquo;CEO &amp; CIO&rdquo; magazine. &nbsp;</p>","<h2 class=""font_2"" style=""font-size:30px""><span style=""font-size:30px""><span style=""color:#0280C4"">Vic Lee</span></span></h2>

<p class=""font_8"" style=""font-size:18px; line-height:1.6em""><span style=""font-size:18px""><span style=""font-weight:bold"">Catalyst教育實驗室創辦人</span></span></p>

<p class=""font_8"" style=""font-size:20px""><span style=""font-size:20px""><span style=""text-decoration:underline""><span style=""font-weight:bold""><span class=""wixGuard"">​</span></span></span></span></p>

<p class=""font_8"">Vic Lee 是 Catalyst Education Lab (CEL) 的創始人，該實驗室是一個非營利組織，致力於透過促進專業發展和變革管理來改變教育產業。 以「聯繫、啟發和點燃」為主要目標，CEL 不斷與學校聯繫以促進合作，激勵教育工作者探索可能性，並透過將想法付諸行動來激發創新。 Vic 也是 Virtus Inspire 的創辦人兼董事總經理，該公司是一家幫助不同國家的公司向海外擴張的創投公司。 在 VI 之前，Vic 是中國最大的網路公司騰訊的創辦人之一和前高級執行副總裁。 1999年加入時，負責營運平台的規劃、建置與管理。 被《CEO &amp; CIO》雜誌評為2008年度「中國頂尖CIO」。</p>"
"{""contentId"":""64e0f15c-c3a8-4560-9bb2-d3b391a61b6b"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_0"" style=""font-size:56px; line-height:normal; text-align:center""><span style=""color:#0F2C93""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:56px"">Our Consultant</span></span></span></span></h2>","<h2 class=""font_0"" style=""font-size:56px; line-height:normal; text-align:center""><span style=""color:#0F2C93""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:56px"">我們的顧問</span></span></span></span></h2>"
"{""contentId"":""650f725f-c19f-4dab-8c11-c12c4a0f78bb"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_5"" style=""font-size:20px""><span style=""color:#FF4040;""><span style=""font-size:20px"">Champion</span></span></p>","<p class=""font_5"" style=""font-size:20px""><span style=""color:#FF4040;""><span style=""font-size:20px"">冠軍</span></span></p>"
"{""contentId"":""651e06a0-bc8a-4535-b422-52242832f6a5"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">We had an in depth discussion with a small group of principals about the support system for SEN students, the practical challenges in local schools, the implementation of strategies, the role of SENCO, and the relevant school policies.&nbsp; We learned about the structure and the structure of these schools.&nbsp;</span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">我們與一小群校長就SEN學生的支持體系、本地學校的實際挑戰、策略的實施、SENCO的作用以及相關學校政策進行了深入討論。我們了解了這些學校的結構和結構。 </span></p>"
"{""contentId"":""6592efd5-557c-43b8-b27d-cf173d2238b4"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">Miss Emily Kwan &amp; Mr. Shek presented on the significance of contexts in unlocking potentials for everyone.&nbsp; Using the analogy of nuts &amp; bolts, their message underscored how identifying and nurturing the fitted contexts are the key to develop the abilities and talents of neurodiverse individuals.</span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">關慧卿小姐和石先生介紹了環境對於釋放每個人的潛力的重要性。他們用具體細節進行類比，強調了識別和培養合適的環境是發展神經多樣性個體的能力和才能的關鍵。</span></p>"
"{""contentId"":""67409531-c09b-41a3-9749-b35a32b31b58"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_a737911130984b09b86334fec9358c4e~mv2.jpeg","1af91d_a737911130984b09b86334fec9358c4e~mv2.jpeg"
"{""contentId"":""67409531-c09b-41a3-9749-b35a32b31b58"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""67409531-c09b-41a3-9749-b35a32b31b58"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""67409531-c09b-41a3-9749-b35a32b31b58"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","actoin circle 2.jpeg","Actoin 圓 2.jpeg"
"{""contentId"":""678b5484-ee50-4d10-99a7-fd86c789cba8"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_2"" style=""font-size:20px; text-align:center""><span class=""color_11""><span style=""font-style:normal""><span style=""font-family:space grotesk,sans-serif""><span style=""font-size:32px""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">Policy Level</span></span></span></span></span></span></h2>","<h2 class=""font_2"" style=""font-size:20px; text-align:center""><span class=""color_11""><span style=""font-style:normal""><span style=""font-family:space grotesk,sans-serif""><span style=""font-size:32px""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">政策層面</span></span></span></span></span></span></h2>"
"{""contentId"":""67fe4c57-731d-4766-8811-0ad2e33052a4"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Meeting with&nbsp;</span></p>

<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Neurodivergent Advocate</span></p>","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">和...見面</span></p><p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">神經分歧倡議者</span></p>"
"{""contentId"":""6891c246-d492-45ab-90f7-5c0262819aa4"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">Before NDAHK was officially born, our Founder Miss Emily Kwan presented&nbsp; the idea of renaming, rethinking and recontextualizing &quot;Special Education Needs&quot; to a group of educators.&nbsp; The idea was supported by many educators.</span></p>","<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">在NDAHK正式誕生之前，我們的創辦人關慧卿女士向一群教育工作者提出了重新命名、重新思考和重新定位「特殊教育需求」的想法。這個想法得到了許多教育工作者的支持。</span></p>"
"{""contentId"":""68c87d8d-ada8-4643-9c7d-128c7588a393"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""letter-spacing:normal""><span style=""font-size:26px"">Ableist Language</span></span></p>",
"{""contentId"":""69493436-7559-4a5a-99a8-2e97ac7ee761"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_31f4354c3c264fac8e5430e8b4c57158~mv2.jpg","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""69493436-7559-4a5a-99a8-2e97ac7ee761"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""69493436-7559-4a5a-99a8-2e97ac7ee761"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""69493436-7559-4a5a-99a8-2e97ac7ee761"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","PHOTO-2023-11-02-09-11-37.jpg","照片-2023-11-02-09-11-37.jpg"
"{""contentId"":""69e67a3d-0ea2-4a2a-92ab-1445e026f543"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold""><span style=""color:#839F2A""><span style=""letter-spacing:normal""><span style=""font-size:26px"">Neurodiverse</span></span></span></span></p>","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""font-weight:bold;""><span style=""color:#162d3d""><span style=""font-style:normal""><span style=""font-family:madefor,helveticaneue,sans-serif""><span style=""font-size:14px""><a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元</a></span></span></span></span></span></p>"
"{""contentId"":""6a820688-12ae-46bd-b14f-5cd1f332e96d"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:16px; text-align:center""><span style=""color:#FFFFFF;""><span style=""font-size:16px"">Alex</span></span></p>

<p class=""font_8"" style=""font-size:16px; text-align:center""><span style=""color:#FFFFFF;""><span style=""font-size:16px"">Neuromajority Ally</span></span></p>","<p class=""font_8"" style=""font-size:16px; text-align:center""><span style=""color:#FFFFFF;""><span style=""font-size:16px"">亞歷克斯</span></span></p><p class=""font_8"" style=""font-size:16px; text-align:center""><span style=""color:#FFFFFF;""><span style=""font-size:16px"">神經多數盟友</span></span></p>"
